Price,Close,High,Low,Open,Volume,RSI,BB_Middle,BB_Upper,BB_Lower,SMA,EMA,MACD,MACD_Signal,ATR,Sharpe_Ratio,PE_Ratio,Pct_Change
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,
2000-01-31,0.7805523872375488,0.7814927834208395,0.7109612113820715,0.7598635707569393,701680000,54.77135215465177,0.777613827586174,0.8854151124512212,0.6698125427211269,0.777613827586174,0.7966480722614457,-0.0020345950526751144,-0.005775731266009904,0.06089241467658548,1.6516896682175632,31.45238,2.0909810965380027
2000-02-01,0.7542206048965454,0.7899570213318803,0.7523399126929733,0.7824332480352951,318035200,56.10995752335854,0.773217323422432,0.8770349340921078,0.6693997127527562,0.773217323422432,0.7926073610838361,-0.005279839185302393,-0.005676552849868403,0.058810058150258235,2.0662909301446004,31.45238,-3.3734804699264487
2000-02-02,0.7434056401252747,0.7683269980799323,0.7297694907814833,0.7579829894377689,464195200,60.15283317049949,0.7718301683664321,0.8765020172942126,0.6671583194386517,0.7718301683664321,0.7879214828973065,-0.008624972499623906,-0.006266236779819504,0.05672764326461098,3.2458265938672444,31.45238,-1.4339259231394563
2000-02-03,0.7772612571716309,0.7843148321966601,0.7542205932836393,0.75469079143935,475193600,56.28746096590504,0.7715715765953064,0.8761586525098257,0.6669845006807871,0.7715715765953064,0.786906223304385,-0.00844678017524192,-0.006702345458903987,0.053436222571334714,2.0931085811656907,31.45238,4.554124319079822
2000-02-04,0.8125275373458862,0.8275741808296871,0.7796122074171998,0.7819631481523153,425320000,57.10938475191936,0.7764618098735809,0.8789826637021004,0.6739409560450614,0.7764618098735809,0.7893463484511946,-0.005397646685825541,-0.0064414057042882986,0.05407440563191908,2.264068960605556,31.45238,4.537249200170557
2000-02-07,0.8581377863883972,0.8595483810792901,0.7970107106225316,0.8125276037912078,441067200,59.08077737524654,0.7819397926330567,0.8897586423493273,0.674120942916786,0.7819397926330567,0.7958979139690233,0.0006912116319039985,-0.00501488223704984,0.05555212555404965,2.739321154507818,31.45238,5.613378863625518
2000-02-08,0.8642506003379822,0.873654158078623,0.8369783141056026,0.8576671255272731,408643200,57.70568886295889,0.7883817106485367,0.899830150878898,0.6769332704181754,0.7883817106485367,0.8024076936232099,0.005941439499244194,-0.002823617889791033,0.05528338278868393,2.285095479849283,31.45238,0.7123347842904915
2000-02-09,0.8473225235939026,0.8811781944093349,0.8459120296862749,0.8586077806817868,299364800,49.11162666345796,0.7958580672740936,0.9016371871038447,0.6900789474443425,0.7958580672740936,0.8066852964775616,0.008636769290376267,-0.000531540453757573,0.049775239031142435,0.0820005569490032,31.45238,-1.9587000272212163
2000-02-10,0.8539058566093445,0.8567269443977986,0.8275739125908148,0.8492039766631189,302982400,52.281554481127586,0.8057560443878173,0.8915755043685811,0.7199365844070535,0.8057560443878173,0.8111824926805885,0.011175236355425167,0.001809814908078975,0.04967448521359146,0.8476577699476416,31.45238,0.7769571600102054
2000-02-11,0.8181696534156799,0.8586078500376669,0.8144081686111304,0.8548463652331174,212251200,52.624632401746176,0.8102700918912887,0.8879562296780243,0.7325839541045531,0.8102700918912887,0.811847936560121,0.010185959455266014,0.003485043817516383,0.048734060808329316,0.9580155707043547,31.45238,-4.185028468543884
2000-02-14,0.8713039755821228,0.8717741739402916,0.8172296074445067,0.8224016387119563,367539200,53.658567542297234,0.8160537421703339,0.8938356033036963,0.7382718810369715,0.8160537421703339,0.8175104164669783,0.013533441037304694,0.0054947232614740455,0.04685320851399061,1.1719216269027395,31.45238,6.494291488888471
2000-02-15,0.8952847123146057,0.9023382881426467,0.8666019184132732,0.8670721166225135,485744000,58.845681903669785,0.8217198342084885,0.9053365692714026,0.7381030991455744,0.8217198342084885,0.8249174922619904,0.017914877787791883,0.007978754166737614,0.04702119099631634,2.450824572790114,31.45238,2.752281339754159
2000-02-16,0.8586080074310303,0.8887022016933116,0.8435613623169997,0.8858803090988427,378246400,53.784364743854105,0.8245646178722381,0.9091806965990556,0.7399485391454206,0.8245646178722381,0.8281261127542799,0.018217692199451907,0.010026541773280473,0.04749136703903546,1.2963087053156972,31.45238,-4.096652649049936
2000-02-17,0.8642506003379822,0.8689523792083026,0.8510846551984624,0.8666014897731423,289497600,64.13329608260602,0.82508185505867,0.9105750396786852,0.7395886704386548,0.82508185505867,0.831566540143204,0.018697452301455697,0.01176072387891552,0.043259479023180676,4.148165988242388,31.45238,0.6571791618662726
2000-02-18,0.8369784355163574,0.8680121091674124,0.8341564938855671,0.862369933525307,233441600,57.751984196522834,0.8250583350658417,0.910537451984825,0.7395792181468583,0.8250583350658417,0.832081958750171,0.01668469903604175,0.012745518910340765,0.040639767826257625,2.3976023469131116,31.45238,-3.155585290997709
2000-02-22,0.8562567830085754,0.8797675900208787,0.8026525970464222,0.8285143441324652,422296000,64.29508951826097,0.8279031038284301,0.9135681604932551,0.7422380471636052,0.8279031038284301,0.8343843229652571,0.016455490448147536,0.013487513217902121,0.04346104527879687,4.300811326048803,31.45238,2.303326665796912
2000-02-23,0.8745948076248169,0.8952845290792774,0.8350969607536722,0.8519072715432298,473099200,67.99994504305533,0.8294077664613724,0.9173278385532638,0.7414876943694809,0.8294077664613724,0.8382138929328342,0.01755124647604278,0.014300259869530253,0.04500604963787946,5.5228351271337015,31.45238,2.14165014282377
2000-02-24,0.8667186498641968,0.8962247042190612,0.8407397836243029,0.8825885605128548,376432000,63.21629358434129,0.8312944740056991,0.9207818329151958,0.7418071150962025,0.8312944740056991,0.8409286316882021,0.017581433098463495,0.014956494515316901,0.04604717310383466,3.871833550901701,31.45238,-0.9005493391859742
2000-02-25,0.8303951621055603,0.8802379218373516,0.8285144700297118,0.8637806859070585,249144000,52.63151426387845,0.8314355224370956,0.9209070828151784,0.7419639620590128,0.8314355224370956,0.8399254441089029,0.01450712521108466,0.014866620654470454,0.0461479251145192,0.9623986932527292,31.45238,-4.190920290491951
2000-02-28,0.8520251512527466,0.8651910994912587,0.8153484448371728,0.828514393075685,328328000,49.03131788487198,0.8358085066080093,0.9199066689940281,0.7517103442219906,0.8358085066080093,0.8410777971702214,0.013658625285864479,0.01462502158074926,0.04524113827147115,-0.01573758014062621,31.45238,2.6047826546027775
2000-02-29,0.8623700141906738,0.8821185348191427,0.8468523723280038,0.8543760439908029,368961600,49.705924076570284,0.8398993879556655,0.9205701915276603,0.7592285843836708,0.8398993879556655,0.8431056273626454,0.013663423524277518,0.014432701969454911,0.045140446737051046,0.16063585749046264,31.45238,1.2141499488268703
2000-03-01,0.9803926348686218,0.9935585843289236,0.8915230787009207,0.8919932768318998,1077003200,65.81007677059297,0.8512079894542695,0.9438325937927525,0.7585833851157864,0.8512079894542695,0.8561805804584526,0.022926384209317252,0.01613143841742738,0.05199204712385032,3.798413916595259,31.45238,13.685844676395797
2000-03-02,0.9178550839424133,0.9625250164902621,0.9079804198068973,0.9554722446050568,311259200,56.70617276172131,0.8599304616451263,0.9420736172654959,0.7777873060247568,0.8599304616451263,0.8620543426950202,0.02493366975237954,0.01789188468441781,0.05508198878490323,1.9459689172585735,31.45238,-6.378827084374095
2000-03-03,0.9629952311515808,0.9647589014661355,0.9028085502798865,0.9394844149906079,323366400,64.89369188151983,0.8692171603441239,0.9539631081909392,0.7844712124973086,0.8692171603441239,0.871667760643264,0.029823108405340526,0.020278129428602354,0.05634989376773984,3.988007186281694,31.45238,4.918003723995246
2000-03-06,0.9455974698066711,0.9714591705654348,0.9404245872345158,0.9479483600105377,210560000,58.246381996971486,0.875870656967163,0.9627447551417395,0.7889965587925866,0.875870656967163,0.8787086853254933,0.03192614509561231,0.022607732562004348,0.05467060925596371,2.2281050796110238,31.45238,-1.8066300623425624
2000-03-07,0.924437403678894,0.9587632680615877,0.911271456310473,0.9512394964720073,273011200,53.25626174991455,0.8791856378316879,0.9682429932823639,0.790128282381012,0.8791856378316879,0.8830638013591505,0.0315220102177336,0.024390588093150197,0.055510283686088076,1.083141297469446,31.45238,-2.237745637380284
2000-03-08,0.9178550839424133,0.9324316294841445,0.8919933801570658,0.9244376576421737,271230400,57.09467498784128,0.8818658620119095,0.9722473439808921,0.791484380042927,0.8818658620119095,0.8863772568432707,0.030321069804887135,0.025576684435497588,0.054704205066764704,1.9120104293182938,31.45238,-0.7120352021981913
2000-03-09,0.9197359085083008,0.940424729831974,0.8896425204609111,0.9093910458293935,276718400,56.70461697091203,0.8854865312576294,0.9758432181574234,0.7951298443578355,0.8854865312576294,0.8895542712875594,0.0291846601042961,0.02629827956925729,0.05705523973542347,1.805450281628938,31.45238,0.20491519835668104
2000-03-10,0.9460673332214355,0.9625245633082123,0.9103308816780051,0.9155037624200114,248606400,63.211892065767245,0.8900946050882339,0.9830332710968398,0.797155939079628,0.8900946050882339,0.8949364676622142,0.03006223441736755,0.027051070538879344,0.05836510161744932,3.278189566987325,31.45238,2.8629332039281863
2000-03-13,0.912682294845581,0.9517099493440399,0.8990461457698755,0.9187954739031221,303956800,56.607972288848984,0.894820237159729,0.9817793350747268,0.8078611392447312,0.894820237159729,0.8966265464415826,0.027744009129336833,0.027189658256970842,0.05661858808885702,1.8336137233886456,31.45238,-3.528822653898822
2000-03-14,0.8595483899116516,0.9347826187384505,0.8576675969711348,0.9119770500763561,428579200,48.370704605699245,0.8942324578762054,0.9820158411897686,0.8064490745626423,0.8942324578762054,0.893095293438732,0.02137296260832311,0.026026319127241297,0.05782769190612207,-0.01914681178502008,31.45238,-5.821730654139545
